Month,Duration of job search,State and territory (STT): ASGS (2011),Unemployed total ('000)
Apr-2010,104 weeks and over (2 years and over),South Australia,3.00312726
Apr-2010,104 weeks and over (2 years and over),Western Australia,2.13587515
Apr-2010,104 weeks and over (2 years and over),Tasmania,1.81185824
Apr-2010,104 weeks and over (2 years and over),Northern Territory,0.08309037
Apr-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.41507353
May-2010,Under 4 weeks (under 1 month),New South Wales,38.36870055
May-2010,Under 4 weeks (under 1 month),Victoria,38.01584291
May-2010,Under 4 weeks (under 1 month),Queensland,30.5069264
May-2010,Under 4 weeks (under 1 month),South Australia,10.473634
May-2010,Under 4 weeks (under 1 month),Western Australia,14.80130974
May-2010,Under 4 weeks (under 1 month),Tasmania,2.77168427
May-2010,Under 4 weeks (under 1 month),Northern Territory,1.23157421
May-2010,Under 4 weeks (under 1 month),Australian Capital Territory,2.92451779
May-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,41.91537488
May-2010,4 weeks and under 13 weeks (1-3 months),Victoria,32.72920002
May-2010,4 weeks and under 13 weeks (1-3 months),Queensland,35.30257756
May-2010,4 weeks and under 13 weeks (1-3 months),South Australia,10.34392027
May-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,13.69196308
May-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,3.0481189
May-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.9571965
May-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.20114163
May-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,42.28172282
May-2010,13 weeks and under 26 weeks (3-6 months),Victoria,35.05953618
May-2010,13 weeks and under 26 weeks (3-6 months),Queensland,31.51155454
May-2010,13 weeks and under 26 weeks (3-6 months),South Australia,8.40684278
May-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,10.54417755
May-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,3.39451883
May-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.49984783
May-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.11449016
May-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,25.59726198
May-2010,26 weeks and under 52 weeks (6-12 months),Victoria,23.4329621
May-2010,26 weeks and under 52 weeks (6-12 months),Queensland,14.03795453
May-2010,26 weeks and under 52 weeks (6-12 months),South Australia,6.36963589
May-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,5.32153366
May-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,1.56651828
May-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.16558986
May-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.7179518
May-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,25.10656359
May-2010,52 weeks and under 104 weeks (1-2 years),Victoria,19.69748939
May-2010,52 weeks and under 104 weeks (1-2 years),Queensland,15.66737948
May-2010,52 weeks and under 104 weeks (1-2 years),South Australia,4.42408644
May-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,5.24574472
May-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,1.82702659
May-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.11860206
May-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.37703517
May-2010,104 weeks and over (2 years and over),New South Wales,17.35368572
May-2010,104 weeks and over (2 years and over),Victoria,10.29637503
May-2010,104 weeks and over (2 years and over),Queensland,5.82396158
May-2010,104 weeks and over (2 years and over),South Australia,4.50879749
May-2010,104 weeks and over (2 years and over),Western Australia,2.50277789
May-2010,104 weeks and over (2 years and over),Tasmania,1.63000838
May-2010,104 weeks and over (2 years and over),Northern Territory,0.15401848
May-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.57476997
Jun-2010,Under 4 weeks (under 1 month),New South Wales,38.13453516
Jun-2010,Under 4 weeks (under 1 month),Victoria,34.34505418
Jun-2010,Under 4 weeks (under 1 month),Queensland,26.2857567
Jun-2010,Under 4 weeks (under 1 month),South Australia,9.04149077
Jun-2010,Under 4 weeks (under 1 month),Western Australia,12.73215425
Jun-2010,Under 4 weeks (under 1 month),Tasmania,2.52633854
Jun-2010,Under 4 weeks (under 1 month),Northern Territory,1.49667025
Jun-2010,Under 4 weeks (under 1 month),Australian Capital Territory,2.29917359
Jun-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,44.09429216
Jun-2010,4 weeks and under 13 weeks (1-3 months),Victoria,34.32813738
Jun-2010,4 weeks and under 13 weeks (1-3 months),Queensland,27.0226604
Jun-2010,4 weeks and under 13 weeks (1-3 months),South Australia,10.4737966
Jun-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,16.16134599
Jun-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,3.12001763
Jun-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.12189972
Jun-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.59538097
Jun-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,46.76287413
Jun-2010,13 weeks and under 26 weeks (3-6 months),Victoria,27.97128521
Jun-2010,13 weeks and under 26 weeks (3-6 months),Queensland,26.77326099
Jun-2010,13 weeks and under 26 weeks (3-6 months),South Australia,10.38053067
Jun-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,12.96183445
Jun-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,3.94821679
Jun-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.37532813
Jun-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.94252618
Jun-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,23.85033913
Jun-2010,26 weeks and under 52 weeks (6-12 months),Victoria,22.86656871
Jun-2010,26 weeks and under 52 weeks (6-12 months),Queensland,17.75967565
Jun-2010,26 weeks and under 52 weeks (6-12 months),South Australia,5.23504118
Jun-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,3.11730478
Jun-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,2.27063017
Jun-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.16860884
Jun-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.39519303
Jun-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,15.72502496
Jun-2010,52 weeks and under 104 weeks (1-2 years),Victoria,19.76388637
Jun-2010,52 weeks and under 104 weeks (1-2 years),Queensland,15.06205761
Jun-2010,52 weeks and under 104 weeks (1-2 years),South Australia,3.19982109
Jun-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,4.67393256
Jun-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,1.51865516
Jun-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.0573141
Jun-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.12578643
Jun-2010,104 weeks and over (2 years and over),New South Wales,17.45819437
Jun-2010,104 weeks and over (2 years and over),Victoria,13.53738986
Jun-2010,104 weeks and over (2 years and over),Queensland,8.84201745
Jun-2010,104 weeks and over (2 years and over),South Australia,4.2487604
Jun-2010,104 weeks and over (2 years and over),Western Australia,1.97139767
Jun-2010,104 weeks and over (2 years and over),Tasmania,1.90152111
Jun-2010,104 weeks and over (2 years and over),Northern Territory,0.18312873
Jun-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.47513516
Jul-2010,Under 4 weeks (under 1 month),New South Wales,46.74937326
Jul-2010,Under 4 weeks (under 1 month),Victoria,43.51053622
Jul-2010,Under 4 weeks (under 1 month),Queensland,28.99832548
Jul-2010,Under 4 weeks (under 1 month),South Australia,7.57333719
Jul-2010,Under 4 weeks (under 1 month),Western Australia,14.1695946
Jul-2010,Under 4 weeks (under 1 month),Tasmania,3.52761152
Jul-2010,Under 4 weeks (under 1 month),Northern Territory,1.0756753
Jul-2010,Under 4 weeks (under 1 month),Australian Capital Territory,3.07136011
Jul-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,38.68480919
Jul-2010,4 weeks and under 13 weeks (1-3 months),Victoria,33.7926957
Jul-2010,4 weeks and under 13 weeks (1-3 months),Queensland,26.63720669
Jul-2010,4 weeks and under 13 weeks (1-3 months),South Australia,8.24852308
Jul-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,16.20581559
Jul-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,3.12690978
Jul-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.75841816
Jul-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.23730207
Jul-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,30.26018558
Jul-2010,13 weeks and under 26 weeks (3-6 months),Victoria,22.89041266
Jul-2010,13 weeks and under 26 weeks (3-6 months),Queensland,24.71909356
Jul-2010,13 weeks and under 26 weeks (3-6 months),South Australia,7.11664664
Jul-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,8.46975333
Jul-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,2.92093934
Jul-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.179541
Jul-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.69513984
Jul-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,32.57024691
Jul-2010,26 weeks and under 52 weeks (6-12 months),Victoria,18.0918624
Jul-2010,26 weeks and under 52 weeks (6-12 months),Queensland,19.94416128
Jul-2010,26 weeks and under 52 weeks (6-12 months),South Australia,6.73745208
Jul-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,7.34252208
Jul-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,3.18578125
Jul-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.41844224
Jul-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.54853665
Jul-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,16.42759265
Jul-2010,52 weeks and under 104 weeks (1-2 years),Victoria,19.88535406
Jul-2010,52 weeks and under 104 weeks (1-2 years),Queensland,12.87441947
Jul-2010,52 weeks and under 104 weeks (1-2 years),South Australia,4.01246906
Jul-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,7.33701442
Jul-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,1.00084769
Jul-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.19397607
Jul-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.26891978
Jul-2010,104 weeks and over (2 years and over),New South Wales,19.17085826
Jul-2010,104 weeks and over (2 years and over),Victoria,11.28156039
Jul-2010,104 weeks and over (2 years and over),Queensland,6.25463309
Jul-2010,104 weeks and over (2 years and over),South Australia,5.14540324
Jul-2010,104 weeks and over (2 years and over),Western Australia,1.60891696
Jul-2010,104 weeks and over (2 years and over),Tasmania,1.73000699
Jul-2010,104 weeks and over (2 years and over),Northern Territory,0.24692101
Jul-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.1399661
Aug-2010,Under 4 weeks (under 1 month),New South Wales,29.68735343
Aug-2010,Under 4 weeks (under 1 month),Victoria,40.34482772
Aug-2010,Under 4 weeks (under 1 month),Queensland,27.21349296
Aug-2010,Under 4 weeks (under 1 month),South Australia,12.36199598
Aug-2010,Under 4 weeks (under 1 month),Western Australia,15.84379216
Aug-2010,Under 4 weeks (under 1 month),Tasmania,4.0191277
Aug-2010,Under 4 weeks (under 1 month),Northern Territory,1.61676867
Aug-2010,Under 4 weeks (under 1 month),Australian Capital Territory,1.21018695
Aug-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,39.77023321
Aug-2010,4 weeks and under 13 weeks (1-3 months),Victoria,38.75548107
Aug-2010,4 weeks and under 13 weeks (1-3 months),Queensland,23.77189438
Aug-2010,4 weeks and under 13 weeks (1-3 months),South Australia,9.56567256
Aug-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,13.13797735
Aug-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,3.92522258
Aug-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.53952429
Aug-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.15075042
Aug-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,29.57784449
Aug-2010,13 weeks and under 26 weeks (3-6 months),Victoria,24.4684842
Aug-2010,13 weeks and under 26 weeks (3-6 months),Queensland,19.08056627
Aug-2010,13 weeks and under 26 weeks (3-6 months),South Australia,6.92263369
Aug-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,9.7840332
Aug-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,2.05328589
Aug-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.62093349
Aug-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.73724261
Aug-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,31.234125
Aug-2010,26 weeks and under 52 weeks (6-12 months),Victoria,22.58018069
Aug-2010,26 weeks and under 52 weeks (6-12 months),Queensland,25.44890894
Aug-2010,26 weeks and under 52 weeks (6-12 months),South Australia,7.04920621
Aug-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,8.62253624
Aug-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,2.53567567
Aug-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.6611205
Aug-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.06414366
Aug-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,19.48085871
Aug-2010,52 weeks and under 104 weeks (1-2 years),Victoria,17.06935163
Aug-2010,52 weeks and under 104 weeks (1-2 years),Queensland,12.09812309
Aug-2010,52 weeks and under 104 weeks (1-2 years),South Australia,2.8869509
Aug-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,5.70763687
Aug-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,1.0238582
Aug-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.12021743
Aug-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.1393779
Aug-2010,104 weeks and over (2 years and over),New South Wales,19.1726919
Aug-2010,104 weeks and over (2 years and over),Victoria,11.05212666
Aug-2010,104 weeks and over (2 years and over),Queensland,5.55448285
Aug-2010,104 weeks and over (2 years and over),South Australia,4.64083216
Aug-2010,104 weeks and over (2 years and over),Western Australia,1.95775465
Aug-2010,104 weeks and over (2 years and over),Tasmania,1.52022075
Aug-2010,104 weeks and over (2 years and over),Northern Territory,0.07952407
Aug-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.42299193
Sep-2010,Under 4 weeks (under 1 month),New South Wales,38.27964726
Sep-2010,Under 4 weeks (under 1 month),Victoria,31.99778242
Sep-2010,Under 4 weeks (under 1 month),Queensland,30.76692062
Sep-2010,Under 4 weeks (under 1 month),South Australia,11.97031724
Sep-2010,Under 4 weeks (under 1 month),Western Australia,17.94135002
Sep-2010,Under 4 weeks (under 1 month),Tasmania,2.40390005
Sep-2010,Under 4 weeks (under 1 month),Northern Territory,1.34314555
Sep-2010,Under 4 weeks (under 1 month),Australian Capital Territory,1.65059536
Sep-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,39.07076268
Sep-2010,4 weeks and under 13 weeks (1-3 months),Victoria,39.41289481
Sep-2010,4 weeks and under 13 weeks (1-3 months),Queensland,28.55644201
Sep-2010,4 weeks and under 13 weeks (1-3 months),South Australia,11.05896744
Sep-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,17.31340553
Sep-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,2.26782056
Sep-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.82337597
Sep-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.78999527
Sep-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,27.42335239
Sep-2010,13 weeks and under 26 weeks (3-6 months),Victoria,23.84977844
Sep-2010,13 weeks and under 26 weeks (3-6 months),Queensland,19.81962031
Sep-2010,13 weeks and under 26 weeks (3-6 months),South Australia,5.79589591
Sep-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,7.01363381
Sep-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,2.78578383
Sep-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.57043818
Sep-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.37220126
Sep-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,31.37242769
