Month,Duration of job search,State and territory (STT): ASGS (2011),Unemployed total ('000)
Sep-2009,Under 4 weeks (under 1 month),Tasmania,3.22188986
Sep-2009,Under 4 weeks (under 1 month),Northern Territory,0.73311321
Sep-2009,Under 4 weeks (under 1 month),Australian Capital Territory,2.20375373
Sep-2009,4 weeks and under 13 weeks (1-3 months),New South Wales,46.61598558
Sep-2009,4 weeks and under 13 weeks (1-3 months),Victoria,38.79142299
Sep-2009,4 weeks and under 13 weeks (1-3 months),Queensland,41.75122725
Sep-2009,4 weeks and under 13 weeks (1-3 months),South Australia,11.06867836
Sep-2009,4 weeks and under 13 weeks (1-3 months),Western Australia,27.57144398
Sep-2009,4 weeks and under 13 weeks (1-3 months),Tasmania,3.85124845
Sep-2009,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.88490455
Sep-2009,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.53009387
Sep-2009,13 weeks and under 26 weeks (3-6 months),New South Wales,27.0359242
Sep-2009,13 weeks and under 26 weeks (3-6 months),Victoria,20.49583123
Sep-2009,13 weeks and under 26 weeks (3-6 months),Queensland,20.33209443
Sep-2009,13 weeks and under 26 weeks (3-6 months),South Australia,6.40815139
Sep-2009,13 weeks and under 26 weeks (3-6 months),Western Australia,7.05662247
Sep-2009,13 weeks and under 26 weeks (3-6 months),Tasmania,1.38632661
Sep-2009,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.49759639
Sep-2009,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.7280288
Sep-2009,26 weeks and under 52 weeks (6-12 months),New South Wales,49.10144492
Sep-2009,26 weeks and under 52 weeks (6-12 months),Victoria,34.51486757
Sep-2009,26 weeks and under 52 weeks (6-12 months),Queensland,28.49648496
Sep-2009,26 weeks and under 52 weeks (6-12 months),South Australia,11.69765371
Sep-2009,26 weeks and under 52 weeks (6-12 months),Western Australia,12.7678468
Sep-2009,26 weeks and under 52 weeks (6-12 months),Tasmania,3.38967071
Sep-2009,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.76215095
Sep-2009,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.04651698
Sep-2009,52 weeks and under 104 weeks (1-2 years),New South Wales,20.55658898
Sep-2009,52 weeks and under 104 weeks (1-2 years),Victoria,15.38406965
Sep-2009,52 weeks and under 104 weeks (1-2 years),Queensland,12.10191347
Sep-2009,52 weeks and under 104 weeks (1-2 years),South Australia,5.08717851
Sep-2009,52 weeks and under 104 weeks (1-2 years),Western Australia,3.66872611
Sep-2009,52 weeks and under 104 weeks (1-2 years),Tasmania,1.27457919
Sep-2009,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.09860379
Sep-2009,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.29390173
Sep-2009,104 weeks and over (2 years and over),New South Wales,17.16430427
Sep-2009,104 weeks and over (2 years and over),Victoria,12.4807385
Sep-2009,104 weeks and over (2 years and over),Queensland,6.4068622
Sep-2009,104 weeks and over (2 years and over),South Australia,4.06931849
Sep-2009,104 weeks and over (2 years and over),Western Australia,1.29420592
Sep-2009,104 weeks and over (2 years and over),Tasmania,1.20913229
Sep-2009,104 weeks and over (2 years and over),Northern Territory,0.14417618
Sep-2009,104 weeks and over (2 years and over),Australian Capital Territory,0.25564053
Oct-2009,Under 4 weeks (under 1 month),New South Wales,53.54267854
Oct-2009,Under 4 weeks (under 1 month),Victoria,37.99639071
Oct-2009,Under 4 weeks (under 1 month),Queensland,35.32978413
Oct-2009,Under 4 weeks (under 1 month),South Australia,8.58334068
Oct-2009,Under 4 weeks (under 1 month),Western Australia,14.95050031
Oct-2009,Under 4 weeks (under 1 month),Tasmania,3.64989525
Oct-2009,Under 4 weeks (under 1 month),Northern Territory,0.94220752
Oct-2009,Under 4 weeks (under 1 month),Australian Capital Territory,2.38709475
Oct-2009,4 weeks and under 13 weeks (1-3 months),New South Wales,40.84558623
Oct-2009,4 weeks and under 13 weeks (1-3 months),Victoria,28.35933357
Oct-2009,4 weeks and under 13 weeks (1-3 months),Queensland,31.3259847
Oct-2009,4 weeks and under 13 weeks (1-3 months),South Australia,9.1079603
Oct-2009,4 weeks and under 13 weeks (1-3 months),Western Australia,14.09335083
Oct-2009,4 weeks and under 13 weeks (1-3 months),Tasmania,3.13757491
Oct-2009,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.94399062
Oct-2009,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.71662082
Oct-2009,13 weeks and under 26 weeks (3-6 months),New South Wales,32.69793636
Oct-2009,13 weeks and under 26 weeks (3-6 months),Victoria,26.7434679
Oct-2009,13 weeks and under 26 weeks (3-6 months),Queensland,14.9005781
Oct-2009,13 weeks and under 26 weeks (3-6 months),South Australia,7.28113034
Oct-2009,13 weeks and under 26 weeks (3-6 months),Western Australia,10.26091717
Oct-2009,13 weeks and under 26 weeks (3-6 months),Tasmania,2.84944754
Oct-2009,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.29427194
Oct-2009,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.63794997
Oct-2009,26 weeks and under 52 weeks (6-12 months),New South Wales,50.65485283
Oct-2009,26 weeks and under 52 weeks (6-12 months),Victoria,30.61972459
Oct-2009,26 weeks and under 52 weeks (6-12 months),Queensland,28.28635685
Oct-2009,26 weeks and under 52 weeks (6-12 months),South Australia,9.23337918
Oct-2009,26 weeks and under 52 weeks (6-12 months),Western Australia,11.92035598
Oct-2009,26 weeks and under 52 weeks (6-12 months),Tasmania,1.82203444
Oct-2009,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.8519525
Oct-2009,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.57805272
Oct-2009,52 weeks and under 104 weeks (1-2 years),New South Wales,20.67395607
Oct-2009,52 weeks and under 104 weeks (1-2 years),Victoria,12.17791596
Oct-2009,52 weeks and under 104 weeks (1-2 years),Queensland,7.78893378
Oct-2009,52 weeks and under 104 weeks (1-2 years),South Australia,3.03659515
Oct-2009,52 weeks and under 104 weeks (1-2 years),Western Australia,4.47674092
Oct-2009,52 weeks and under 104 weeks (1-2 years),Tasmania,1.55127437
Oct-2009,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.13467123
Oct-2009,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.40989781
Oct-2009,104 weeks and over (2 years and over),New South Wales,14.74689647
Oct-2009,104 weeks and over (2 years and over),Victoria,15.92874525
Oct-2009,104 weeks and over (2 years and over),Queensland,6.65034732
Oct-2009,104 weeks and over (2 years and over),South Australia,5.60540435
Oct-2009,104 weeks and over (2 years and over),Western Australia,0.65670167
Oct-2009,104 weeks and over (2 years and over),Tasmania,1.60789171
Oct-2009,104 weeks and over (2 years and over),Northern Territory,0.16434548
Oct-2009,104 weeks and over (2 years and over),Australian Capital Territory,0.54187913
Nov-2009,Under 4 weeks (under 1 month),New South Wales,41.85908316
Nov-2009,Under 4 weeks (under 1 month),Victoria,27.15305317
Nov-2009,Under 4 weeks (under 1 month),Queensland,36.71998462
Nov-2009,Under 4 weeks (under 1 month),South Australia,10.08297457
Nov-2009,Under 4 weeks (under 1 month),Western Australia,15.73016448
Nov-2009,Under 4 weeks (under 1 month),Tasmania,3.29024287
Nov-2009,Under 4 weeks (under 1 month),Northern Territory,1.55777752
Nov-2009,Under 4 weeks (under 1 month),Australian Capital Territory,2.32132024
Nov-2009,4 weeks and under 13 weeks (1-3 months),New South Wales,46.86061271
Nov-2009,4 weeks and under 13 weeks (1-3 months),Victoria,31.29339953
Nov-2009,4 weeks and under 13 weeks (1-3 months),Queensland,32.22225273
Nov-2009,4 weeks and under 13 weeks (1-3 months),South Australia,8.20438153
Nov-2009,4 weeks and under 13 weeks (1-3 months),Western Australia,13.89118063
Nov-2009,4 weeks and under 13 weeks (1-3 months),Tasmania,3.54523894
Nov-2009,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.21494548
Nov-2009,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.00832325
Nov-2009,13 weeks and under 26 weeks (3-6 months),New South Wales,26.80176321
Nov-2009,13 weeks and under 26 weeks (3-6 months),Victoria,20.53424893
Nov-2009,13 weeks and under 26 weeks (3-6 months),Queensland,16.79637015
Nov-2009,13 weeks and under 26 weeks (3-6 months),South Australia,8.40078925
Nov-2009,13 weeks and under 26 weeks (3-6 months),Western Australia,11.30731783
Nov-2009,13 weeks and under 26 weeks (3-6 months),Tasmania,1.79344857
Nov-2009,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.41738287
Nov-2009,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.81786144
Nov-2009,26 weeks and under 52 weeks (6-12 months),New South Wales,46.09405097
Nov-2009,26 weeks and under 52 weeks (6-12 months),Victoria,31.30076021
Nov-2009,26 weeks and under 52 weeks (6-12 months),Queensland,24.55673584
Nov-2009,26 weeks and under 52 weeks (6-12 months),South Australia,9.43305281
Nov-2009,26 weeks and under 52 weeks (6-12 months),Western Australia,9.65606669
Nov-2009,26 weeks and under 52 weeks (6-12 months),Tasmania,2.47141462
Nov-2009,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.20902117
Nov-2009,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.55559059
Nov-2009,52 weeks and under 104 weeks (1-2 years),New South Wales,25.12352315
Nov-2009,52 weeks and under 104 weeks (1-2 years),Victoria,15.60873631
Nov-2009,52 weeks and under 104 weeks (1-2 years),Queensland,5.89575914
Nov-2009,52 weeks and under 104 weeks (1-2 years),South Australia,3.30123199
Nov-2009,52 weeks and under 104 weeks (1-2 years),Western Australia,3.01540226
Nov-2009,52 weeks and under 104 weeks (1-2 years),Tasmania,1.27879117
Nov-2009,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.25980127
Nov-2009,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.30164578
Nov-2009,104 weeks and over (2 years and over),New South Wales,20.52686938
Nov-2009,104 weeks and over (2 years and over),Victoria,9.81747309
Nov-2009,104 weeks and over (2 years and over),Queensland,8.94647422
Nov-2009,104 weeks and over (2 years and over),South Australia,4.54965412
Nov-2009,104 weeks and over (2 years and over),Western Australia,3.52863043
Nov-2009,104 weeks and over (2 years and over),Tasmania,1.13664722
Nov-2009,104 weeks and over (2 years and over),Northern Territory,0.05738026
Dec-2009,Under 4 weeks (under 1 month),New South Wales,54.29767632
Dec-2009,Under 4 weeks (under 1 month),Victoria,45.8630794
Dec-2009,Under 4 weeks (under 1 month),Queensland,36.49170303
Dec-2009,Under 4 weeks (under 1 month),South Australia,13.85627336
Dec-2009,Under 4 weeks (under 1 month),Western Australia,15.90692862
Dec-2009,Under 4 weeks (under 1 month),Tasmania,4.08612945
Dec-2009,Under 4 weeks (under 1 month),Northern Territory,1.67500311
Dec-2009,Under 4 weeks (under 1 month),Australian Capital Territory,3.52553409
Dec-2009,4 weeks and under 13 weeks (1-3 months),New South Wales,44.85833467
Dec-2009,4 weeks and under 13 weeks (1-3 months),Victoria,38.64016934
Dec-2009,4 weeks and under 13 weeks (1-3 months),Queensland,32.80044979
Dec-2009,4 weeks and under 13 weeks (1-3 months),South Australia,12.51975412
Dec-2009,4 weeks and under 13 weeks (1-3 months),Western Australia,15.82559196
Dec-2009,4 weeks and under 13 weeks (1-3 months),Tasmania,3.6898448
Dec-2009,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.38983128
Dec-2009,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.34712342
Dec-2009,13 weeks and under 26 weeks (3-6 months),New South Wales,27.25351713
Dec-2009,13 weeks and under 26 weeks (3-6 months),Victoria,21.19920994
Dec-2009,13 weeks and under 26 weeks (3-6 months),Queensland,19.19521726
Dec-2009,13 weeks and under 26 weeks (3-6 months),South Australia,5.83757741
Dec-2009,13 weeks and under 26 weeks (3-6 months),Western Australia,10.72457494
Dec-2009,13 weeks and under 26 weeks (3-6 months),Tasmania,1.82127745
Dec-2009,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.21185955
Dec-2009,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.82839893
Dec-2009,26 weeks and under 52 weeks (6-12 months),New South Wales,38.01502692
Dec-2009,26 weeks and under 52 weeks (6-12 months),Victoria,20.53127853
Dec-2009,26 weeks and under 52 weeks (6-12 months),Queensland,24.40433417
Dec-2009,26 weeks and under 52 weeks (6-12 months),South Australia,4.71889051
Dec-2009,26 weeks and under 52 weeks (6-12 months),Western Australia,8.11148585
Dec-2009,26 weeks and under 52 weeks (6-12 months),Tasmania,1.79618212
Dec-2009,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.33650071
Dec-2009,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.69673497
Dec-2009,52 weeks and under 104 weeks (1-2 years),New South Wales,24.47026406
Dec-2009,52 weeks and under 104 weeks (1-2 years),Victoria,13.45317349
Dec-2009,52 weeks and under 104 weeks (1-2 years),Queensland,11.03339208
Dec-2009,52 weeks and under 104 weeks (1-2 years),South Australia,3.33523911
Dec-2009,52 weeks and under 104 weeks (1-2 years),Western Australia,3.98553184
Dec-2009,52 weeks and under 104 weeks (1-2 years),Tasmania,0.67134513
Dec-2009,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.20826995
Dec-2009,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.02698305
Dec-2009,104 weeks and over (2 years and over),New South Wales,20.99864907
Dec-2009,104 weeks and over (2 years and over),Victoria,11.56442889
Dec-2009,104 weeks and over (2 years and over),Queensland,6.55018144
Dec-2009,104 weeks and over (2 years and over),South Australia,4.3653589
Dec-2009,104 weeks and over (2 years and over),Western Australia,2.76512395
Dec-2009,104 weeks and over (2 years and over),Tasmania,1.71472697
Dec-2009,104 weeks and over (2 years and over),Northern Territory,0.42351873
Dec-2009,104 weeks and over (2 years and over),Australian Capital Territory,0.11112018
Jan-2010,Under 4 weeks (under 1 month),New South Wales,53.78237166
Jan-2010,Under 4 weeks (under 1 month),Victoria,45.47396261
Jan-2010,Under 4 weeks (under 1 month),Queensland,40.68699806
Jan-2010,Under 4 weeks (under 1 month),South Australia,9.27174381
Jan-2010,Under 4 weeks (under 1 month),Western Australia,22.58050571
Jan-2010,Under 4 weeks (under 1 month),Tasmania,3.36468005
Jan-2010,Under 4 weeks (under 1 month),Northern Territory,2.98496223
Jan-2010,Under 4 weeks (under 1 month),Australian Capital Territory,2.70185032
Jan-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,61.6528979
Jan-2010,4 weeks and under 13 weeks (1-3 months),Victoria,48.5936586
Jan-2010,4 weeks and under 13 weeks (1-3 months),Queensland,47.54149217
Jan-2010,4 weeks and under 13 weeks (1-3 months),South Australia,10.68580919
Jan-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,17.57492447
Jan-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,4.00250711
Jan-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.06152042
Jan-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.13375937
Jan-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,27.02250157
Jan-2010,13 weeks and under 26 weeks (3-6 months),Victoria,20.00006832
Jan-2010,13 weeks and under 26 weeks (3-6 months),Queensland,14.37855638
Jan-2010,13 weeks and under 26 weeks (3-6 months),South Australia,6.60159806
Jan-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,9.30373088
Jan-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,1.60868306
Jan-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.62919517
Jan-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.80415311
Jan-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,29.86395126
Jan-2010,26 weeks and under 52 weeks (6-12 months),Victoria,21.49487557
Jan-2010,26 weeks and under 52 weeks (6-12 months),Queensland,23.74250782
Jan-2010,26 weeks and under 52 weeks (6-12 months),South Australia,5.72106551
Jan-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,5.6192564
Jan-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,1.66460284
Jan-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.31752224
Jan-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.67404922
Jan-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,27.38142567
Jan-2010,52 weeks and under 104 weeks (1-2 years),Victoria,17.53858216
Jan-2010,52 weeks and under 104 weeks (1-2 years),Queensland,8.87104473
Jan-2010,52 weeks and under 104 weeks (1-2 years),South Australia,5.09419135
Jan-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,5.2147424
Jan-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,1.31253574
Jan-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.3026063
Jan-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.74681423
Jan-2010,104 weeks and over (2 years and over),New South Wales,16.86022315
Jan-2010,104 weeks and over (2 years and over),Victoria,10.36693403
Jan-2010,104 weeks and over (2 years and over),Queensland,6.33044032
Jan-2010,104 weeks and over (2 years and over),South Australia,3.59352933
Jan-2010,104 weeks and over (2 years and over),Western Australia,3.25012501
Jan-2010,104 weeks and over (2 years and over),Tasmania,1.1796596
Jan-2010,104 weeks and over (2 years and over),Northern Territory,0.13903596
Jan-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.36792826
Feb-2010,Under 4 weeks (under 1 month),New South Wales,47.32829187
Feb-2010,Under 4 weeks (under 1 month),Victoria,42.83064302
Feb-2010,Under 4 weeks (under 1 month),Queensland,37.36531552
Feb-2010,Under 4 weeks (under 1 month),South Australia,12.32746489
Feb-2010,Under 4 weeks (under 1 month),Western Australia,20.15890546
Feb-2010,Under 4 weeks (under 1 month),Tasmania,4.77422082
Feb-2010,Under 4 weeks (under 1 month),Northern Territory,1.97116917
Feb-2010,Under 4 weeks (under 1 month),Australian Capital Territory,3.30574237
Feb-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,61.60332901
Feb-2010,4 weeks and under 13 weeks (1-3 months),Victoria,51.88857619
Feb-2010,4 weeks and under 13 weeks (1-3 months),Queensland,50.31695657
Feb-2010,4 weeks and under 13 weeks (1-3 months),South Australia,11.14071514
Feb-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,25.5888341
Feb-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,6.01079829
Feb-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.98488733
Feb-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.57275613
Feb-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,30.54329116
Feb-2010,13 weeks and under 26 weeks (3-6 months),Victoria,25.28528144
Feb-2010,13 weeks and under 26 weeks (3-6 months),Queensland,25.219406
Feb-2010,13 weeks and under 26 weeks (3-6 months),South Australia,6.80840229
Feb-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,9.2746263
Feb-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,1.7189652
Feb-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.59496872
Feb-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.75010819
Feb-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,29.51095636
Feb-2010,26 weeks and under 52 weeks (6-12 months),Victoria,21.69751672
Feb-2010,26 weeks and under 52 weeks (6-12 months),Queensland,16.8105239
Feb-2010,26 weeks and under 52 weeks (6-12 months),South Australia,5.33777884
Feb-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,8.76301137
Feb-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,1.86499212
Feb-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.13178743
Feb-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.92421381
Feb-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,25.34356248
Feb-2010,52 weeks and under 104 weeks (1-2 years),Victoria,18.41461035
Feb-2010,52 weeks and under 104 weeks (1-2 years),Queensland,16.3757079
Feb-2010,52 weeks and under 104 weeks (1-2 years),South Australia,5.30662734
Feb-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,6.70714761
Feb-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,2.68653524
Feb-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.25193162
Feb-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.0796345
Feb-2010,104 weeks and over (2 years and over),New South Wales,20.26548086
Feb-2010,104 weeks and over (2 years and over),Victoria,10.96661523
Feb-2010,104 weeks and over (2 years and over),Queensland,8.40572312
Feb-2010,104 weeks and over (2 years and over),South Australia,4.11012616
Feb-2010,104 weeks and over (2 years and over),Western Australia,2.07479966
Feb-2010,104 weeks and over (2 years and over),Tasmania,1.65840716
Feb-2010,104 weeks and over (2 years and over),Northern Territory,0.27925446
Feb-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.21067113
Mar-2010,Under 4 weeks (under 1 month),New South Wales,57.99506414
Mar-2010,Under 4 weeks (under 1 month),Victoria,43.69775
Mar-2010,Under 4 weeks (under 1 month),Queensland,37.91772928
Mar-2010,Under 4 weeks (under 1 month),South Australia,15.39645464
Mar-2010,Under 4 weeks (under 1 month),Western Australia,22.7671408
Mar-2010,Under 4 weeks (under 1 month),Tasmania,3.81012233
Mar-2010,Under 4 weeks (under 1 month),Northern Territory,1.73943864
Mar-2010,Under 4 weeks (under 1 month),Australian Capital Territory,2.317278
Mar-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,60.094375
Mar-2010,4 weeks and under 13 weeks (1-3 months),Victoria,47.18966577
Mar-2010,4 weeks and under 13 weeks (1-3 months),Queensland,40.28726576
Mar-2010,4 weeks and under 13 weeks (1-3 months),South Australia,12.25752151
Mar-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,21.02139508
Mar-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,4.60898314
Mar-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.01308043
Mar-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.47196409
Mar-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,25.80840617
Mar-2010,13 weeks and under 26 weeks (3-6 months),Victoria,24.05500333
Mar-2010,13 weeks and under 26 weeks (3-6 months),Queensland,26.44472931
Mar-2010,13 weeks and under 26 weeks (3-6 months),South Australia,8.13498486
Mar-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,8.85763647
Mar-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,1.71989387
Mar-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.12674446
Mar-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.03919727
Mar-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,23.16918495
Mar-2010,26 weeks and under 52 weeks (6-12 months),Victoria,23.24200739
Mar-2010,26 weeks and under 52 weeks (6-12 months),Queensland,24.23606187
Mar-2010,26 weeks and under 52 weeks (6-12 months),South Australia,4.8706727
Mar-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,7.74670636
Mar-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,1.2588897
Mar-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.16639546
Mar-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.74546791
Mar-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,24.80209843
Mar-2010,52 weeks and under 104 weeks (1-2 years),Victoria,16.85085587
Mar-2010,52 weeks and under 104 weeks (1-2 years),Queensland,11.401138
Mar-2010,52 weeks and under 104 weeks (1-2 years),South Australia,5.44797762
Mar-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,6.93279049
Mar-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,1.40359156
Mar-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.19698959
Mar-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.67324949
Mar-2010,104 weeks and over (2 years and over),New South Wales,16.67011655
Mar-2010,104 weeks and over (2 years and over),Victoria,13.64430416
Mar-2010,104 weeks and over (2 years and over),Queensland,4.88260171
Mar-2010,104 weeks and over (2 years and over),South Australia,2.83485428
Mar-2010,104 weeks and over (2 years and over),Western Australia,1.72501407
Mar-2010,104 weeks and over (2 years and over),Tasmania,1.47518443
Mar-2010,104 weeks and over (2 years and over),Australian Capital Territory,0.40981161
Apr-2010,Under 4 weeks (under 1 month),New South Wales,39.77070841
Apr-2010,Under 4 weeks (under 1 month),Victoria,35.91206864
Apr-2010,Under 4 weeks (under 1 month),Queensland,27.07507037
Apr-2010,Under 4 weeks (under 1 month),South Australia,13.30520459
Apr-2010,Under 4 weeks (under 1 month),Western Australia,17.7797373
Apr-2010,Under 4 weeks (under 1 month),Tasmania,2.94863411
Apr-2010,Under 4 weeks (under 1 month),Northern Territory,1.19757172
Apr-2010,Under 4 weeks (under 1 month),Australian Capital Territory,2.18801501
Apr-2010,4 weeks and under 13 weeks (1-3 months),New South Wales,59.01825192
Apr-2010,4 weeks and under 13 weeks (1-3 months),Victoria,42.29517305
Apr-2010,4 weeks and under 13 weeks (1-3 months),Queensland,37.21608095
Apr-2010,4 weeks and under 13 weeks (1-3 months),South Australia,12.54018776
Apr-2010,4 weeks and under 13 weeks (1-3 months),Western Australia,18.29645397
Apr-2010,4 weeks and under 13 weeks (1-3 months),Tasmania,3.37387047
Apr-2010,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.45088157
Apr-2010,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.67518085
Apr-2010,13 weeks and under 26 weeks (3-6 months),New South Wales,48.16009941
Apr-2010,13 weeks and under 26 weeks (3-6 months),Victoria,32.6144278
Apr-2010,13 weeks and under 26 weeks (3-6 months),Queensland,28.39628016
Apr-2010,13 weeks and under 26 weeks (3-6 months),South Australia,9.43590016
Apr-2010,13 weeks and under 26 weeks (3-6 months),Western Australia,12.69878185
Apr-2010,13 weeks and under 26 weeks (3-6 months),Tasmania,2.34163169
Apr-2010,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.6360559
Apr-2010,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.67092234
Apr-2010,26 weeks and under 52 weeks (6-12 months),New South Wales,21.21992986
Apr-2010,26 weeks and under 52 weeks (6-12 months),Victoria,20.25399354
Apr-2010,26 weeks and under 52 weeks (6-12 months),Queensland,18.43554974
Apr-2010,26 weeks and under 52 weeks (6-12 months),South Australia,6.140782
Apr-2010,26 weeks and under 52 weeks (6-12 months),Western Australia,5.52296044
Apr-2010,26 weeks and under 52 weeks (6-12 months),Tasmania,1.59540343
Apr-2010,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.4744073
Apr-2010,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.99728387
Apr-2010,52 weeks and under 104 weeks (1-2 years),New South Wales,27.34684619
Apr-2010,52 weeks and under 104 weeks (1-2 years),Victoria,21.31480866
Apr-2010,52 weeks and under 104 weeks (1-2 years),Queensland,15.48989519
Apr-2010,52 weeks and under 104 weeks (1-2 years),South Australia,5.5082243
Apr-2010,52 weeks and under 104 weeks (1-2 years),Western Australia,3.77549382
Apr-2010,52 weeks and under 104 weeks (1-2 years),Tasmania,1.80044237
Apr-2010,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.11352918
Apr-2010,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.39229047
Apr-2010,104 weeks and over (2 years and over),New South Wales,16.29605485
Apr-2010,104 weeks and over (2 years and over),Victoria,9.51624767
Apr-2010,104 weeks and over (2 years and over),Queensland,7.10889793
